"","species","genus_species","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory1","redlistCategory2","redlistCategory3","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16"
"5436","Orcinus orca","Orcinus orca","Delphinidae","Cetacea",4300000,1,"Yes",49.255302,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5437","Orcinus stenorhyncha","Orcinus stenorhyncha",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5438","Oreamnos americanus","Oreamnos americanus","Bovidae","Artiodactyla",72500.33,1,"Yes",60.166088,"Least Concern",NA,NA,"sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5439","Oreamnos harringtoni","Oreamnos harringtoni","Bovidae","Artiodactyla",NA,NA,"Yes",23.955833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5440","Oreonax flavicauda","Lagothrix flavicauda","Atelidae",NA,8229.12,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5441","Oreoryzomys balneator","Oreoryzomys balneator","Cricetidae","Rodentia",NA,NA,"Yes",-5.099,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5442","Oreotragus oreotragus","Oreotragus oreotragus","Bovidae","Artiodactyla",12999.9,1,"Yes",-24.04459,"Least Concern",NA,NA,"food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5443","Oreotragus saltator","Oreotragus saltator",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5444","Oreotragus somalicus","Oreotragus somalicus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5445","Ornithorhynchus anatinus","Ornithorhynchus anatinus","Ornithorhynchidae","Monotremata",1484.25,1,"Yes",-35.167038,"Near Threatened",NA,NA,"wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5446","Orrorin tugenensis","Orrorin tugenensis",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5447","Orthogeomys cavator","Orthogeomys cavator","Geomyidae","Rodentia",650,1,"Yes",8.777171,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5448","Orthogeomys cherriei","Orthogeomys cherriei","Geomyidae","Rodentia",225,1,"Yes",10.3055188523062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5449","Orthogeomys cuniculus","Orthogeomys cuniculus","Geomyidae","Rodentia",500,1,"Yes",16.483333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5450","Orthogeomys dariensis","Orthogeomys dariensis","Geomyidae","Rodentia",438,1,"Yes",7.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5451","Orthogeomys grandis","Orthogeomys grandis","Geomyidae","Rodentia",500,1,"Yes",16.426389,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5452","Orthogeomys heterodus","Orthogeomys heterodus","Geomyidae","Rodentia",615,1,"Yes",9.917,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5453","Orthogeomys hispidus","Orthogeomys hispidus","Geomyidae","Rodentia",500,1,"Yes",18.87,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5454","Orthogeomys lanius","Orthogeomys lanius","Geomyidae","Rodentia",500,1,"Yes",18.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5455","Orthogeomys matagalpae","Orthogeomys matagalpae","Geomyidae","Rodentia",293,1,"Yes",11.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5456","Orthogeomys thaeleri","Orthogeomys thaeleri","Geomyidae","Rodentia",440.75,1,"Yes",5.766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5457","Orthogeomys underwoodi","Orthogeomys underwoodi","Geomyidae","Rodentia",250,1,"Yes",9.517,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5458","Orycteropus afer","Orycteropus afer","Orycteropodidae","Tubulidentata",52350.4,1,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5459","Oryctolagus cuniculus","Oryctolagus cuniculus","Leporidae","Lagomorpha",1832.22,1,"No",NA,"Near Threatened","Endangered",NA,"establishing_ex_situ_production","food_human","handicrafts_jewellery","research","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5460","Oryx beisa","Oryx beisa","Bovidae","Artiodactyla",200576.52,1,"Yes",0.59823,"Endangered",NA,NA,"food_human","handicrafts_jewellery","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5461","Oryx dammah","Oryx dammah","Bovidae","Artiodactyla",2e+05,1,"Yes",29.868026,"Regionally Extinct","Extinct in the Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5462","Oryx gazella","Oryx gazella","Bovidae","Artiodactyla",169001.28,1,"No",NA,"Least Concern",NA,NA,"food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5463","Oryx leucoryx","Oryx leucoryx","Bovidae","Artiodactyla",87700,1,"Yes",29.86,"Endangered","Vulnerable",NA,"food_human","pets_display_animals_horticulture","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5464","Oryzomys albigularis","Nephelomys albigularis","Cricetidae","Rodentia",60.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5465","Oryzomys alfaroi","Handleyomys alfaroi","Cricetidae","Rodentia",33.3,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5466","Oryzomys angouya","Sooretamys angouya","Cricetidae","Rodentia",120.17,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5467","Oryzomys antillarum","Oryzomys couesi",NA,NA,NA,NA,"No",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5468","Oryzomys auriventer","Nephelomys auriventer","Cricetidae",NA,60.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5469","Oryzomys balneator","Oreoryzomys balneator","Cricetidae","Rodentia",60.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5470","Oryzomys baroni","Oryzomys baroni",NA,"Rodentia",NA,NA,"Yes",-7.616667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5471","Oryzomys bauri","Oryzomys bauri",NA,"Rodentia",NA,NA,"Yes",-0.8035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5472","Oryzomys bolivaris","Transandinomys bolivaris","Cricetidae","Rodentia",60.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5473","Oryzomys caracolus","Nephelomys caracolus","Cricetidae",NA,57.93,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5474","Oryzomys chapmani","Oryzomys chapmani","Cricetidae","Rodentia",50,1,"Yes",17.660278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5475","Oryzomys couesi","Oryzomys couesi","Cricetidae","Rodentia",69.3,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5476","Oryzomys curasoae","Oryzomys curasoae","Cricetidae",NA,57.93,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5477","Oryzomys devius","Nephelomys devius","Cricetidae","Rodentia",57.93,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5478","Oryzomys dimidiatus","Oryzomys dimidiatus","Cricetidae","Rodentia",46,1,"Yes",12.0956562288039,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5479","Oryzomys emmonsae","Euryoryzomys emmonsae","Cricetidae","Rodentia",57.93,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5480","Oryzomys galapagoensis","Aegialomys galapagoensis","Cricetidae",NA,63.51,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5481","Oryzomys gorgasi","Oryzomys gorgasi","Cricetidae","Rodentia",60.5,1,"Yes",7.18,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5482","Oryzomys hammondi","Mindomys hammondi","Cricetidae","Rodentia",60.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5483","Oryzomys keaysi","Nephelomys keaysi","Cricetidae",NA,58.3,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5484","Oryzomys lamia","Euryoryzomys lamia","Cricetidae","Rodentia",60.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5485","Oryzomys laticeps","Hylaeamys laticeps","Cricetidae","Rodentia",49.11,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5486","Oryzomys legatus","Euryoryzomys legatus","Cricetidae","Rodentia",61.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5487","Oryzomys levipes","Nephelomys levipes","Cricetidae","Rodentia",60.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5488","Oryzomys macconnelli","Euryoryzomys macconnelli","Cricetidae","Rodentia",58,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5489","Oryzomys maracajuensis","Cerradomys maracajuensis","Cricetidae","Rodentia",57.93,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5490","Oryzomys marinhus","Cerradomys marinhus","Cricetidae","Rodentia",57.93,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5491","Oryzomys megacephalus","Hylaeamys megacephalus","Cricetidae","Rodentia",57,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5492","Oryzomys melanotis","Handleyomys melanotis","Cricetidae","Rodentia",50,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5493","Oryzomys meridensis","Nephelomys meridensis","Cricetidae",NA,57.93,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5494","Oryzomys mexicanus","Oryzomys mexicanus","Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5495","Oryzomys nelsoni","Megadontomys nelsoni","Cricetidae",NA,57.93,0,"No",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5496","Oryzomys nitidus","Euryoryzomys nitidus","Cricetidae","Rodentia",55.2,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5497","Oryzomys palustris","Oryzomys palustris","Cricetidae","Rodentia",53.88,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5498","Oryzomys perenensis","Hylaeamys perenensis","Cricetidae","Rodentia",57.93,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5499","Oryzomys polius","Eremoryzomys polius","Cricetidae","Rodentia",60.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5500","Oryzomys rhabdops","Handleyomys rhabdops","Cricetidae","Rodentia",54.88,2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5501","Oryzomys rostratus","Handleyomys rostratus","Cricetidae","Rodentia",43.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5502","Oryzomys russatus","Euryoryzomys russatus","Cricetidae","Rodentia",60.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5503","Oryzomys saturatior","Handleyomys saturatior","Cricetidae","Rodentia",54.82,2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5504","Oryzomys scotti","Cerradomys scotti","Cricetidae","Rodentia",57.93,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5505","Oryzomys seuanezi","Hylaeamys laticeps","Cricetidae",NA,57.93,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5506","Oryzomys snethlageri","Oryzomys snethlageri",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5507","Oryzomys subflavus","Cerradomys subflavus","Cricetidae","Rodentia",50,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5508","Oryzomys talamancae","Transandinomys talamancae","Cricetidae","Rodentia",55,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5509","Oryzomys tatei","Hylaeamys tatei","Cricetidae",NA,57.93,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5510","Oryzomys texensis","Oryzomys texensis","Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5511","Oryzomys vegetus","Oryzomys vegetus",NA,"Rodentia",NA,NA,"Yes",8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5512","Oryzomys xanthaeolus","Aegialomys xanthaeolus","Cricetidae","Rodentia",79.79,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5513","Oryzomys yunganus","Hylaeamys yunganus","Cricetidae","Rodentia",60.5,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5514","Oryzorictes hova","Oryzorictes hova","Tenrecidae","Afrosoricida",36.5,1,"Yes",-18.171666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5515","Oryzorictes niger","Oryzorictes niger",NA,"Afrosoricida",NA,NA,"Yes",-19.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5516","Oryzorictes talpoides","Oryzorictes talpoides","Tenrecidae",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5517","Oryzorictes tetradactylus","Oryzorictes tetradactylus","Tenrecidae","Afrosoricida",36,1,"Yes",-18.830273,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5518","Osbornictis piscivora","Osbornictis piscivora","Viverridae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5519","Osbornodon fricki","Osbornodon fricki",NA,"Carnivora",NA,NA,"Yes",42.400002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5520","Osbornodon renjiei","Osbornodon renjiei",NA,"Carnivora",NA,NA,"Yes",44.650002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5521","Osgoodomys banderanus","Osgoodomys banderanus","Cricetidae","Rodentia",50,1,"Yes",19.121857,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5522","Osphranter antilopinus","Osphranter antilopinus","Macropodidae","Diprotodontia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5523","Osphranter bernardus","Osphranter bernardus","Macropodidae","Diprotodontia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5524","Osphranter rufus","Osphranter rufus","Macropodidae","Diprotodontia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5525","Osteoborus hilli","Osteoborus hilli",NA,"Carnivora",NA,NA,"Yes",27.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5526","Otaria byronia","Otaria byronia","Otariidae","Carnivora",NA,NA,"Yes",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5527","Otaria flavescens","Otaria byronia","Otariidae","Carnivora",193670.53,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5528","Otaria minor","Otaria minor",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5529","Otaria pygmaea","Otaria pygmaea",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5530","Otarocyon macdonaldi","Otarocyon macdonaldi",NA,"Carnivora",NA,NA,"Yes",45.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5531","Otocolobus manul","Otocolobus manul","Felidae","Carnivora",NA,NA,"Yes",NA,"Least Concern",NA,NA,"construction_or_structural_materials","establishing_ex_situ_production","fibre","food_animal","food_human","fuels","handicrafts_jewellery","manufacturing_chemicals","medicine","other_chemicals","other_household_goods","pets_display_animals_horticulture","poisons","research","sport_hunting_specimen_collecting","wearing_apparel_accessories"
"5532","Otocyon canescens","Otocyon canescens",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5533","Otocyon megalotis","Otocyon megalotis","Canidae","Carnivora",4150.02,1,"Yes",-18.53,"Least Concern",NA,NA,"sport_hunting_specimen_collecting","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5534","Otolemur crassicaudatus","Otolemur crassicaudatus","Galagidae","Primates",1500,1,"Yes",-15.98,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5535","Otolemur garnettii","Otolemur garnettii","Galagidae","Primates",760,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5536","Otolemur monteiri","Otolemur monteiri","Galagidae","Primates",1577.16,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5537","Otomops formosus","Otomops formosus","Molossidae",NA,21.4,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5538","Otomops harrisoni","Otomops harrisoni","Molossidae","Chiroptera",NA,NA,"Yes",-1.13,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5539","Otomops johnstonei","Otomops johnstonei","Molossidae",NA,24.19,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5540","Otomops madagascariensis","Otomops madagascariensis","Molossidae","Chiroptera",25,1,"Yes",-23.5,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5541","Otomops martiensseni","Otomops martiensseni","Molossidae","Chiroptera",34.3,1,"Yes",-1.166667,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5542","Otomops papuensis","Otomops papuensis","Molossidae","Chiroptera",16.5,1,"Yes",-7.916667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5543","Otomops secundus","Otomops secundus","Molossidae",NA,21.4,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5544","Otomops wroughtoni","Otomops wroughtoni","Molossidae","Chiroptera",21.4,2,"Yes",15.55574,"Data Deficient",NA,NA,"research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5545","Otomys anchietae","Otomys anchietae","Muridae","Rodentia",115.9,2,"Yes",-10.875,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5546","Otomys angoniensis","Otomys angoniensis","Muridae","Rodentia",121.9,1,"Yes",-9.175,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5547","Otomys auratus",NA,NA,NA,NA,NA,"No",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5548","Otomys barbouri","Otomys barbouri","Muridae","Rodentia",127.2,0,"Yes",1.204729,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5549","Otomys burtoni","Otomys burtoni","Muridae","Rodentia",127.2,0,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5550","Otomys cheesmani","Otomys cheesmani",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5551","Otomys cuanzensis","Otomys cuanzensis","Muridae",NA,127.2,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5552","Otomys dartmouthi","Otomys dartmouthi","Muridae","Rodentia",127.2,0,"Yes",0.3667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5553","Otomys denti","Otomys denti","Muridae","Rodentia",120,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5554","Otomys dollmani","Otomys dollmani","Muridae",NA,127.2,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5555","Otomys irroratus","Otomys irroratus","Muridae","Rodentia",118.02,1,"Yes",-29.6,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5556","Otomys jacksoni","Otomys jacksoni","Muridae","Rodentia",127.2,0,"Yes",1.07662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5557","Otomys karoensis","Otomys saundersiae","Muridae","Rodentia",NA,NA,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5558","Otomys lacustris","Otomys lacustris","Muridae","Rodentia",127.2,0,"Yes",-9.241163,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5559","Otomys laminatus","Otomys laminatus","Muridae","Rodentia",145,1,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
