"","species","ID","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory1","redlistCategory2","redlistCategory3","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16"
"3592","Lepus hainanus",426408,"Leporidae","Lagomorpha",2000,1,"Yes",19.514484,"Endangered",NA,NA,"food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3593","Lepus harterti",7654320,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3594","Lepus hawkeri",7654321,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3595","Lepus innesi",7654322,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3596","Lepus insularis",90802,"Leporidae","Lagomorpha",2658.02,2,"Yes",24.4683,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3597","Lepus judeae",7654323,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3598","Lepus kabylicus",7654324,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3599","Lepus lilfordi",7654325,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3600","Lepus longicaudatus",7654326,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3601","Lepus mandshuricus",525087,"Leporidae","Lagomorpha",1800,1,"Yes",45.06667,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3602","Lepus microtis",5553964,"Leporidae","Lagomorpha",1763.61,1,"Yes",-9.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3603","Lepus nigricollis",3611220,"Leporidae","Lagomorpha",2298.5,1,"Yes",12.1178115,"Least Concern",NA,NA,"food_animal","food_human","pets_display_animals_horticulture","research","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3604","Lepus ochropus",7654327,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3605","Lepus oiostolus",114754,"Leporidae","Lagomorpha",3000,1,"No",NA,"Least Concern",NA,NA,"food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3606","Lepus omanensis",7654328,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3607","Lepus othus",167569,"Leporidae","Lagomorpha",4805.96,1,"Yes",64.683333,"Least Concern",NA,NA,"food_human","handicrafts_jewellery","research","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3608","Lepus pallidior",7654329,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3609","Lepus pamirensis",7654330,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3610","Lepus peguensis",3611221,"Leporidae","Lagomorpha",2267.5,1,"Yes",14.04,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3611","Lepus primaevus",7654331,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3612","Lepus przewalskii",7654332,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3613","Lepus saxatalis",7654333,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3614","Lepus saxatilis",747873,"Leporidae","Lagomorpha",2363.33,1,"Yes",-25.9075075,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3615","Lepus sefranus",7654334,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3616","Lepus siamensis",7654335,NA,"Lagomorpha",NA,NA,"Yes",18.494089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3617","Lepus sinensis",636670,"Leporidae","Lagomorpha",1510,1,"Yes",23.8501545,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3618","Lepus starcki",29157,"Leporidae","Lagomorpha",2750,1,"Yes",6.854168,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3619","Lepus swinhoei",7654336,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3620","Lepus talai",7654337,NA,"Lagomorpha",NA,NA,"Yes",45.343106917338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3621","Lepus tibetanus",3611223,"Leporidae","Lagomorpha",2451.03,0,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3622","Lepus tigrensis",7654338,NA,"Lagomorpha",NA,NA,"Yes",15.666959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3623","Lepus timidus",167565,"Leporidae","Lagomorpha",3048,1,"No",NA,"Least Concern",NA,NA,"food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3624","Lepus tolai",426231,"Leporidae","Lagomorpha",1589,1,"Yes",44.685833,"Least Concern",NA,NA,"food_human","handicrafts_jewellery","medicine","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3625","Lepus townsendii",747875,"Leporidae","Lagomorpha",1555,1,"Yes",47.6014938006516,"Least Concern",NA,NA,"sport_hunting_specimen_collecting","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3626","Lepus tunetae",7654339,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3627","Lepus vassali",7654340,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3628","Lepus veter",7654342,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3629","Lepus victoriae",5553964,"Leporidae","Lagomorpha",NA,NA,"No",NA,"Not Applicable","Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3630","Lepus whitakeri",7654343,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3631","Lepus yarkandensis",192736,"Leporidae","Lagomorpha",1460.41,1,"Yes",39.76667,"Near Threatened",NA,NA,"food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3632","Lepus zuluensis",7654344,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3633","Lestodelphys halli",86725,"Didelphidae","Didelphimorphia",76,1,"Yes",-41.22,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3634","Lestoros inca",659164,"Caenolestidae","Paucituberculata",21.1,1,"Yes",-13.177733,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3635","Liberiictis kuhni",901613,"Herpestidae","Carnivora",2150.01,1,"Yes",6.174,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3636","Lichonycteris degener",NA,NA,NA,NA,NA,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3637","Lichonycteris obscura",633519,"Phyllostomidae","Chiroptera",5.6,1,"Yes",10.4080076578579,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3638","Limnogale mergulus",542051,"Tenrecidae","Afrosoricida",78.6,1,"Yes",-18.728285,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3639","Limnomys bryophilus",631028,"Muridae","Rodentia",64.1,1,"Yes",8.1583,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3640","Limnomys sibuanus",631027,"Muridae","Rodentia",60,1,"Yes",8.1583,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3641","Liomys adspersus",536706,"Heteromyidae","Rodentia",65,1,"Yes",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3642","Liomys irroratus",844941,"Heteromyidae","Rodentia",50,1,"Yes",20.141111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3643","Liomys pictus",270497,"Heteromyidae","Rodentia",40,1,"Yes",19.454167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3644","Liomys salvini",536702,"Heteromyidae","Rodentia",42,1,"Yes",13.28333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3645","Liomys spectabilis",1004506,"Heteromyidae","Rodentia",65,1,"Yes",21.008333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3646","Lionycteris spurrelli",534170,"Phyllostomidae","Chiroptera",8.38,1,"Yes",4.42,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3647","Lipotes vexillifer",5269,"Iniidae","Cetacea",83500,1,"Yes",29.321388,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3648","Lissodelphis borealis",1093944,"Delphinidae","Cetacea",113000,1,"Yes",36.734234,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3649","Lissodelphis peronii",825966,"Delphinidae","Cetacea",116000,1,"Yes",-43.47,"Least Concern",NA,NA,"food_animal","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3650","Lissonycteris angolensis",687492,"Pteropodidae","Chiroptera",68.31,1,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3651","Litocranius walleri",128285,"Bovidae","Artiodactyla",37999.69,1,"Yes",0.626452,"Near Threatened",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3652","Llanocetus denticrenatus",3615450,NA,"Cetacea",NA,NA,"Yes",-64.2440265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3653","Lobodon carcinophaga",492021,"Phocidae","Carnivora",224999.99,1,"Yes",-66.454,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3654","Lonchophylla bokermanni",3613608,"Phyllostomidae","Chiroptera",11.8,2,"Yes",-19.513611,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3655","Lonchophylla cadenai",5555348,"Phyllostomidae","Chiroptera",NA,NA,"No",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3656","Lonchophylla chocoana",471374,"Phyllostomidae","Chiroptera",NA,NA,"Yes",3.5464,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3657","Lonchophylla concava",3613605,"Phyllostomidae","Chiroptera",NA,NA,"Yes",8.08,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3658","Lonchophylla dekeyseri",3613606,"Phyllostomidae","Chiroptera",11.8,2,"Yes",-13.9075,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3659","Lonchophylla fornicata",6146455,NA,"Chiroptera",NA,NA,"Yes",2.5816665,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3660","Lonchophylla handleyi",248893,"Phyllostomidae","Chiroptera",18.5,1,"Yes",-9.3,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3661","Lonchophylla hesperia",3613607,"Phyllostomidae","Chiroptera",11.8,2,"Yes",-5.78767407089412,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3662","Lonchophylla inexpectata",7656374,NA,"Chiroptera",NA,NA,"Yes",-11.08333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3663","Lonchophylla mankomara",7656375,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3664","Lonchophylla mordax",248895,"Phyllostomidae","Chiroptera",10.7,1,"Yes",4.603833,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3665","Lonchophylla orcesi",3613609,NA,NA,NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3666","Lonchophylla orienticollina",5555349,"Phyllostomidae","Chiroptera",NA,NA,"Yes",4.07012,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3667","Lonchophylla pattoni",5555347,"Phyllostomidae","Chiroptera",NA,NA,"No",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3668","Lonchophylla peracchii",6146456,NA,NA,NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3669","Lonchophylla robusta",248894,"Phyllostomidae","Chiroptera",13,1,"Yes",9.16667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3670","Lonchophylla thomasi",546392,"Phyllostomidae","Chiroptera",6.85,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3671","Lonchorhina aurita",218142,"Phyllostomidae","Chiroptera",15.7,1,"Yes",10.436997,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3672","Lonchorhina fernandezi",3613578,"Phyllostomidae",NA,14.32,2,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3673","Lonchorhina inusitata",856227,"Phyllostomidae","Chiroptera",13.29,0,"Yes",3.016855,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3674","Lonchorhina mankomara",7656376,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3675","Lonchorhina marinkellei",3613577,"Phyllostomidae","Chiroptera",17,1,"Yes",2.513111,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3676","Lonchorhina orinocensis",295631,"Phyllostomidae","Chiroptera",8.8,1,"Yes",6.55,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3677","Lonchothrix emiliae",264046,"Echimyidae","Rodentia",138.2,1,"Yes",-3.088275,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3678","Lontra canadensis",656961,"Mustelidae","Carnivora",8087.42,1,"Yes",44.2742362976189,"Least Concern",NA,NA,"wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3679","Lontra felina",656972,"Mustelidae","Carnivora",30600,1,"Yes",-29.9086405,"Endangered",NA,NA,"wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3680","Lontra longicaudis",1088406,"Mustelidae","Carnivora",6554.96,1,"Yes",10.6283765,"Near Threatened",NA,NA,"wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3681","Lontra provocax",399808,"Mustelidae","Carnivora",7499.98,1,"Yes",-40.71659,"Endangered",NA,NA,"wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3682","Lophiomys imhausi",565388,"Cricetidae","Rodentia",755.01,1,"Yes",0,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3683","Lophocebus albigena",554556,"Cercopithecidae","Primates",7690.06,1,"No",NA,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3684","Lophocebus aterrimus",554550,"Cercopithecidae","Primates",6510.37,1,"Yes",-0.06667,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3685","Lophocebus opdenboschi",NA,"Cercopithecidae",NA,7075.67,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3686","Lophostoma brasiliense",78017,"Phyllostomidae","Chiroptera",9.76,1,"Yes",7.32,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3687","Lophostoma carrikeri",856239,"Phyllostomidae","Chiroptera",22.35,1,"Yes",4.478,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3688","Lophostoma evotis",375137,"Phyllostomidae","Chiroptera",20.58,1,"Yes",17.758333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3689","Lophostoma kalkoae",6146460,NA,"Chiroptera",NA,NA,"Yes",9.1639,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690","Lophostoma occidentalis",1030188,"Phyllostomidae","Chiroptera",NA,NA,"No",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3691","Lophostoma schulzi",78020,"Phyllostomidae","Chiroptera",18.02,1,"Yes",4.933,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3692","Lophostoma silvicolum",951266,"Phyllostomidae","Chiroptera",32.29,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3693","Lophostoma yasuni",4943050,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3694","Lophuromys angolensis",3608600,"Muridae","Rodentia",36.5,0,"Yes",-5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3695","Lophuromys ansorgei",3608593,"Muridae","Rodentia",36.5,0,"Yes",-1.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3696","Lophuromys aquilus",3608587,"Muridae","Rodentia",36.5,0,"Yes",-2.2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3697","Lophuromys brevicaudus",669915,"Muridae","Rodentia",36.5,0,"Yes",6.96665,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3698","Lophuromys brunneus",3608596,"Muridae","Rodentia",36.5,0,"Yes",7.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3699","Lophuromys chercherensis",NA,"Muridae","Rodentia",NA,NA,"No",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3700","Lophuromys chrysopus",669923,"Muridae","Rodentia",36.5,0,"Yes",6.7,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3701","Lophuromys cinereus",3608587,NA,NA,NA,NA,"No",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3702","Lophuromys dieterleni",3608591,"Muridae","Rodentia",36.5,0,"Yes",6.22,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3703","Lophuromys dudui",3608597,"Muridae","Rodentia",36.5,0,"Yes",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3704","Lophuromys eisentrauti",3608590,"Muridae","Rodentia",54.21,2,"Yes",5.86,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3705","Lophuromys flavopunctatus",159153,"Muridae","Rodentia",60,1,"Yes",0.6,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3706","Lophuromys huttereri",3608594,"Muridae","Rodentia",36.5,0,"Yes",0.25,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3707","Lophuromys kilonzoi",7067383,"Muridae","Rodentia",NA,NA,"Yes",-6.8833,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3708","Lophuromys laticeps",7067384,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3709","Lophuromys luteogaster",3608585,"Muridae","Rodentia",36.52,2,"Yes",0.75,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3710","Lophuromys machangui",7067385,"Muridae","Rodentia",NA,NA,"Yes",-9.1833,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3711","Lophuromys makundii",7067386,"Muridae","Rodentia",NA,NA,"Yes",-4.4333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3712","Lophuromys medicaudatus",3608588,"Muridae","Rodentia",36.38,2,"Yes",-1.9833,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3713","Lophuromys melanonyx",669916,"Muridae","Rodentia",10.2,1,"Yes",7.489746,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3714","Lophuromys menageshae",7067387,"Muridae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3715","Lophuromys naso",7654679,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3716","Lophuromys nudicaudatus",7654680,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3717","Lophuromys nudicaudus",3608586,"Muridae","Rodentia",32.59,1,"Yes",2.7815,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3718","Lophuromys pseudosikapusi",NA,"Muridae","Rodentia",NA,NA,"No",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3719","Lophuromys rahmi",3608589,"Muridae","Rodentia",38,1,"Yes",-2.2725,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3720","Lophuromys roseveari",3608595,"Muridae","Rodentia",36.5,0,"Yes",4.2,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
