"","synonyms"
"4777","Mus formosanus"
"4778","Mus kurilensis"
"4779","Mus cooki"
"4780","Leggada nagarum"
"4781","Mus darjilingensis"
"4782","Leggada rahengis"
"4783","Leggada palnica"
"4784","Tautatus thai"
"4785","Nannomys emesi"
"4786","Nannomys haussa"
"4787","Nannomys indutus"
"4788","Mus musculoides emesi"
"4789","Nannomys mattheyi"
"4790","Rattus pococki"
"4791","Mus mayori pococki"
"4792","Nannomys minutoides"
"4793","Mus minimus"
"4794","Mus bella"
"4795","Mus bellus enclavae"
"4796","Mus enclavae"
"4797","Mus musculoides enclavae"
"4798","Nannomys musculoides"
"4799","Mus gratus sungarae"
"4800","Mus bellus gondokorae"
"4801","Mus bellus petilus"
"4802","Mus gratus soricoides"
"4803","Leggada bella vicina"
"4804","Mus kasaicus"
"4805","Leggada bella"
"4806","Leggada grata"
"4807","Leggada orangiae"
"4808","Coelomys parahi"
"4809","Leggada cookii meator"
"4810","Leggada pahari gairdneri"
"4811","Leggada jacksoniae"
"4812","Mus siva"
"4813","Leggada surkha"
"4814","Cremnomys australis siva"
"4815","Pyromys platythrix"
"4816","Leggada bahadur"
"4817","Leggada grahami"
"4818","Leggada hannyngtoni"
"4819","Mus ramnadensis"
"4820","Leggada platythrix sadhu"
"4821","Leggadilla gurkha"
"4822","Pyromys priestlyi"
"4823","Leggada cinderella"
"4824","Nannomys setulosus"
"4825","Leggadilla shortridgei"
"4826","Nannomys sorella"
"4827","Mus tenellus acholi"
"4828","Mus wamae"
"4829","Mus hortulanus"
"4830","Mus sergii"
"4831","Mus musculus spretus"
"4832","Mus spicilegus rifensis"
"4833","Mus spicilegus mogrebinus"
"4834","Mus spicilegus lynesi"
"4835","Mus spicilegus lusitanicus"
"4836","Mus spicilegus hispanicus"
"4837","Mus spicilegus caoccii"
"4838","Mustela eversmanni"
"4839","Mustela gracilis"
"4840","Putorius gracilis"
"4841","Mustela reliquus"
"4842","Mustela borealis"
"4843","Mustela budina"
"4844","Mustela aremorica"
"4845","Mustela transsylvanica"
"4846","Mustela minor"
"4847","Mustela fulva"
"4848","Mustela europaea"
"4849","Viverra lutreola"
"4850","Putorius nigripes"
"4851","Putorius nudipes"
"4852","Mustela strigodorsa"
"4853","Nannomys tenellus"
"4854","Leggada tenella"
"4855","Mus dunni"
"4856","Mus beavanii"
"4857","Leggada dunni"
"4858","Leggada triton murilla"
"4859","Leggada naivashae"
"4860","Mephitis javanensis"
"4861","Mylodon sp. SLP-2019"
"4862","Mylomys cuninghamei lowei"
"4863","Pelomys roosevelti"
"4864","Mus coypus"
"4865","Mastonotus popelairi"
"4866","Myocaster coypus"
"4867","Myopotamus coypus"
"4868","Myopotamus coypu"
"4869","Eothenomys andersoni"
"4870","Phaulomys andersoni"
"4871","Evotomys andersoni"
"4872","Craseomys niigatae"
"4873","Clethrionomys californicus"
"4874","Evotomys obscurus"
"4875","? californicus"
"4876","Evotomys californicus"
"4877","Evotomys mazama"
"4878","Clethrionomys centralis"
"4879","Pitymys ibericus centralis"
"4880","Evotomys frater"
"4881","Clethrionomys gapperi"
"4882","Evotomys pygmaeus"
"4883","Clethrionomys gapperi soleus"
"4884","Clethrionomys gapperi pallescens"
"4885","Clethrionomys gapperi hudsonius"
"4886","Evotomys gapperi athabascae"
"4887","Clethrionomys gapperi arizonensis"
"4888","Evotomys gapperi loringi"
"4889","Clethrionomys gapperi rufescens"
"4890","Clethrionomys gapperi cascadensis"
"4891","Evotomys gapperi brevicaudus"
"4892","Clethrionomys gapperi rupicola"
"4893","Clethrionomys gapperi gaspeanus"
"4894","Evotomys gapperi saturatus"
"4895","Evotomys gapperi rhoadsii"
"4896","Clethrionomys gapperi gauti"
"4897","Clethrionomys gapperi paludicola"
"4898","Evotomys gapperi ochraceus"
"4899","Clethrionomys gapperi maurus"
"4900","Clethrionomys gapperi stikinensis"
"4901","Arvicola gapperi"
"4902","Clethrionomys gapperi solus"
"4903","Evotomys gapperi"
"4904","Clethrionomys gapperi uintaensis"
"4905","Evotomys occidentalis"
"4906","Evotomys galei"
"4907","Evotomys phaeus"
"4908","Evotomys idahoensis"
"4909","Evotomys ungava"
"4910","Evotomys wrangeli"
"4911","Evotomys limitis"
"4912","Evotomys caurinus"
"4913","Evotomys proteus"
"4914","? gapperi"
"4915","Evotomys fuscodorsalis"
"4916","Evotomys carolinensis"
"4917","Evotomys nivarius"
"4918","Clethrionomys glareolus"
"4919","Evotomys vasconiae"
"4920","Mus glareolus"
"4921","Arvicola pratensis"
"4922","Lemmus arvalis"
"4923","Evotomys glareolus ognevi"
"4924","Evotomys glareolus intermedius"
"4925","Evotomys nageri vesanus"
"4926","Evotomys hercynicus helveticus"
"4927","Evotomys glareolus ruttneri"
"4928","Evotomys glareolus wasjuganensis"
"4929","Evotomys hercynicus suecicus"
"4930","Evotomys glareolus istericus"
"4931","Clethrionomys gorka"
"4932","Evotomys glareolus jurassicus"
"4933","Clethrionomys glareolus insulaebellae"
"4934","Clethrionomys glareolus makedonicus"
"4935","Evotomys nageri hallucalis"
"4936","Evotomys glareolus italicus"
"4937","Evotomys glareolus reinwaldti"
"4938","Evotomys skomerensis"
"4939","Evotomys hercynicus britannicus"
"4940","Clethrionomys glareolus prinius"
"4941","Clethrionomys glareolus curcio"
"4942","Clethrionomys glareolus bernisi"
"4943","Evotomys caesarius"
"4944","Clethrionomys hercynius"
"4945","Clethrionomys glareolus variscius"
"4946","Clethrionomys intermedius"
"4947","Evotomys glareolus saianicus"
"4948","Clethrionomys glareolus garganicus"
"4949","Lemmus rubidus"
"4950","Clethrionomys istericus"
"4951","Mus rutilus minor"
"4952","Arvicola fulvus"
"4953","Hypudacus hercynicus"
"4954","Clethrionomys glareolus cantueli"
"4955","Clethrionomys tomensis"
"4956","Clethrionomys britannicus"
"4957","Clethrionomys reinwaldti"
"4958","Hypudaeus nageri"
"4959","Clethrionomys suecicus"
"4960","Clethrionomys riparia"
"4961","Evotomys glareolus sobrus"
"4962","Clethrionomys jurassicus"
"4963","Evotomys ponticus"
"4964","Clethrionomys rufescens"
"4965","Myodes bicolor"
"4966","Clethrionomys vasconiae"
"4967","Clethrionomys norvegicus"
"4968","Evotomys gorka"
"4969","Arvicola riparia"
"4970","Evotomys norvegicus"
"4971","Clethrionomys insulaebellae"
"4972","Clethrionomys helveticus"
"4973","Evotomys erica"
"4974","Clethrionomys rubidus"
"4975","Lemmus pratensis"
"4976","Clethrionomys sobrus"
"4977","Clethrionomys fulvus"
"4978","Clethrionomys ruttneri"
"4979","Evotomys glareolus"
"4980","Clethrionomys alstoni"
"4981","Clethrionomys vesanus"
"4982","Clethrionomys nageri"
"4983","Clethrionomys pratensis"
"4984","Clethrionomys hallucalis"
"4985","Evotomys alstoni"
"4986","Clethrionomys italicus"
"4987","Clethrionomys regulus"
"4988","Eothenomys regulus"
"4989","Craseomys regulus"
"4990","Clethrionomys rex"
"4991","Clethrionomys rutilus"
"4992","Clethrionomys rutilus rossicus"
"4993","Mus rutilus"
"4994","Evotomys dawsoni insularis"
"4995","Clethrionomys rutilus latigriseus"
"4996","Evotomys rutilus lenaensis"
"4997","Evotomys rutilus salairicus"
"4998","Clethrionomys rutilus dorogostaiskii"
"4999","Clethrionomys rutilus tugarinovi"
"5000","Clethrionomys rutilis platycephalus"
"5001","Evotomys dawsoni"
"5002","Clethrionomys dawsoni glacialis"
"5003","Clethrionomys rutilus uralensis"
"5004","Evotomys rutilus vinogradovi"
"5005","Evotomys rutilus jacutensis"
"5006","Clethrionomys rutilus washburni"
"5007","Microtus mollessonae"
"5008","Clethrionomys rutilus watsoni"
"5009","Evotomys laticeps"
"5010","Clethrionomys rutilus hintoni"
"5011","Clethrionomys albiventer"
"5012","Evotomys orca"
"5013","Evotomys parvidens"
"5014","Evotomys alascensis"
"5015","Evotomys mikado"
"5016","Evotomys baikalensis"
"5017","Arvicola russatus"
"5018","Arvicola amurensis"
"5019","Evotomys rutilus"
"5020","Evotomys jochelsoni"
"5021","Microtus inez jeholicus"
"5022","Eothenomys shanseius"
"5023","? shanseius"
"5024","Phascogale melas"
"5025","Myoictis melas wallacei"
"5026","Myoictis melas wavicus"
"5027","Philistomys roachi"
"5028","Myomimus bulgaricus"
"5029","Mastomys angolensis"
"5030","? angolensis"
"5031","Mus niveiventris"
"5032","Mus niveiventris subfuscus"
"5033","Epimys ulae"
"5034","Myomys verreauxi"
"5035","Myomys verreauxii"
"5036","Mus verreauxi"
"5037","? verreauxii"
"5038","Myomys yemeni"
"5039","Myomys fumatus yemeni"
"5040","Cynonycteris brachycephala"
"5041","Myonycteris torquata leptodon"
"5042","Cynonycteris torquata"
"5043","Dasyprocta leptura"
"5044","Dasyprocta exilis"
"5045","Dasyprocta acouchy"
"5046","Cavia acouchy"
"5047","Myoprocta exilis"
"5048","Myoprocta limanus"
"5049","Mormopterus whitleyi"
"5050","Myopus morulus"
"5051","Myopus schisticolor vinogradovi"
"5052","Myodes schisticolor"
"5053","Myopus middendorfii"
"5054","Myopus saianicus"
"5055","Myopus thayeri"
"5056","Myosorex sp. 2 SWM-2013"
"5057","Myospalax dybowskii"
"5058","Siphneus armandii"
"5059","Spalax talpinus"
"5060","Lemmus zokor"
"5061","? myospalax"
"5062","Myospalax myospalax incertus"
"5063","Myospalax myospalax tarbagataicus"
"5064","Myospalax laxmanni"
"5065","Myospalax komurai"
"5066","Myospalax epsilanus"
"5067","Myospalax spilurus"
"5068","Vespertilio albescens"
"5069","Myotis goudoti anjouanensis"
"5070","Pipistrellus annectans"
"5071","Vespertilio atacamensis"
"5072","Vespertilio australis"
"5073","Vespertilio lucifugus austroriparius"
"5074","Vespertilio austroriparius"
"5075","Myotis bechsteini"
"5076","Myotis ghidinii"
"5077","Vespertilio bechsteinii"
"5078","Myotis favonicus"
"5079","Myotis californica"
"5080","Myotis blasii"
"5081","Myotis pellucens"
"5082","Myotis bureschi"
"5083","Myotis dasypus"
"5084","Vespertilio capaccinii"
"5085","Myotis majori"
"5086","Myotis megapodius"
"5087","Vespertilio chiloensis"
"5088","Vespertilio chinensis"
"5089","Vespertilio ciliolabrum"
"5090","Myotis velifer cobanensis"
"5091","Myotis major"
"5092","Vespertilio dasycneme"
"5093","Myotis limnophilus"
"5094","Vespertilio davidii"
"5095","Myotis neglectus"
"5096","Myotis budapestiensis"
"5097","Myotis ciliati"
"5098","Myotis schrankii"
"5099","Myotis rufescens"
"5100","Myotis emarginata"
"5101","Vespertilio fimbriatus"
"5102","Myotis fimbriata"
"5103","Myotis formosus flavus"
"5104","Myotis sp. XT-2007"
"5105","Myotis formosa"
"5106","Vespertilio goudotii"
"5107","Myotis brandtii gracilis"
"5108","Myotis mystacinus hajastanicus"
"5109","Myotis hasselti"
"5110","Vespertilio insularum"
"5111","Myotis keeni"
"5112","Vespertilio subulatus keenii"
"5113","Vespertilio keenii"
"5114","Myotis septentrionalis"
"5115","Vespertilio laniger"
"5116","Vespertilio leibii"
"5117","Myotis ciliolabrum"
"5118","Vespertilio longipes"
"5119","Vespertilio macropus"
"5120","Myotis macrotarsa"
"5121","Vespertilio melanorhinus"
"5122","Myotis montivaga"
"5123","Myotis nigrofuscus"
"5124","Myotis collaris"
"5125","Myotis bulgaricus"
"5126","Myotis rufofuscus"
"5127","Myotis schrankii"
"5128","Myotis schinzii"
"5129","Myotis lugubris"
"5130","Myotis humeralis"
"5131","Myotis mystacina"
"5132","Myotis mystacinus nipalensis"
"5133","Myotis lucifugus occultus"
"5134","Vespertilio oreias"
"5135","Myotis blythii oxygnathus"
"5136","Myotis blythii oxyghnatus"
"5137","Vespertilio oxygnathus"
"5138","Myotis daubentonii petax"
"5139","Myotis sp. AVB-2008"
"5140","Myotis pruinosa"
"5141","Myotis blythii punicus"
"5142","Myotis bylthii punicus"
"5143","Myotis blythi punicus"
"5144","Myotis pilosus"
"5145","Vespertilio ricketti"
"5146","Pipistrellus ridleyi"
"5147","Myotis simus riparius"
"5148","Myotis riparia"
"5149","Myotis rossetii"
"5150","Glischropus rosseti"
"5151","Vespertilio ruber"
"5152","Myotis formosus rufoniger"
"5153","Vespertilio gryphus septentrionalis"
"5154","Myotis sima"
"5155","Vespertilio tricolor"
"5156","Myotis nattereri tschuliensis"
"5157","Myotis formosus watasei"
"5158","Scotophilus welwitschii"
"5159","Myotis zenati"
"5160","Otomys sloggetti"
"5161","Myotomys sloggetti basuticus"
"5162","Myotomys sloggetti jeppei"
"5163","Myotomys robertsi"
"5164","Otomys turneri"
"5165","Otomys unisulcatus"
"5166","Myotomys unisulcatus albaniensis"
"5167","Otomys unisulcatus bergensis"
"5168","Otomys unisulcatus grantii"
"5169","Otomys broomi"
"5170","Myotragus balearicu"
"5171","Myrmecophaga centralis"
"5172","Tamandua tridactyla"
"5173","Mystacina tuberculata robusta"
"5174","Mystromys albicaudatus fumosus"
"5175","Mystromys albipes"
"5176","Paradoxurus binotatus"
"5177","Paradoxurus hamiltonii"
"5178","Gazella granti"
"5179","Gazella soemmerringii"
"5180","Antilope soemmerringi"
"5181","? soemmerringii"
"5182","Sciurus melanotis"
"5183","Nannospalax ehrenbergi ceyhanus"
"5184","Nannospalax ehrenbergi var. ceyhanus"
"5185","Nannospalax ehrenbergi golani"
"5186","Spalax golani"
"5187","Nannospalax ehrenbergi judaei"
"5188","Spalax judaei"
"5189","Epomophorus veldkampii"
"5190","Cercopithecus larvatus"
"5191","Nasalis larvatus orientalis"
"5192","Nasalis recurvus"
"5193","Cercopithecus nasica"
"5194","Simia capistratus"
"5195","Viverra narica"
"5196","Nasuella olivacea meridensis"
"5197","elevated to species Nasuella meridensis Helgen et al. 2009"
"5198","Nasua olivacea lagunetae"
"5199","Nasua olivacea"
"5200","Natalus stramineus natalensis"
"5201","Natalus stramineus espiritosantensis"
"5202","Natalus espiritosantensis"
"5203","Tadarida espiritosantensis"
"5204","Spectrellum macrourum"
"5205","Myotis espiritosantensis"
"5206","Natalus stramineus saturatus"
"5207","Natalus stramineus tronchonii"
"5208","Natalus tumidirostris continentis"
"5209","Phodotes tumidirostris continentis"
"5210","Natalus tumidirostris haymani"
"5211","Natalus tumidirostris tumidirostris"
"5212","Microhydromys musseri"
"5213","Pseudohydromys musseri"
"5214","Neacomys sp. v NH-2017"
"5215","? gunningi"
"5216","Amblysomus gunningi"
"5217","Amblysomus julianae"
"5218","Bolomys lactens"
"5219","Necromys sp. OMNH 34512"
"5220","? lactens"
"5221","Zygodontomys tapiropoanus"
"5222","Zygodontomys tapirapoanus"
"5223","Bolomys punctulatus"
"5224","? punctulatus"
"5225","Nectomys melanius"
"5226","Nectomys parvipes"
"5227","Nectomys squamipes pollens"
"5228","Mus squamipes"
"5229","Nemorhaedus cranbrooki"
"5230","Microtus clarkei"
"5231","Volemys clarkei"
"5232","? clarkei"
"5233","Lasiopodomys fuscus"
"5234","Microtus fuscus"
"5235","? fuscus"
"5236","Microtus irene"
"5237","Pitymys irene"
"5238","? irene"
"5239","Microtus oniscus"
"5240","Microtus leucurus"
"5241","Phaiomys leucurus"
"5242","Pitymys leucurus"
"5243","Phaiomys everesti"
"5244","Microtus waltoni petulans"
"5245","Arvicola blythi"
"5246","Microtus tsaidamensis"
"5247","Microtus strauchi"
"5248","Microtus waltoni"
"5249","Neodon sp. LY-2011"
"5250","Microtus sikimensis"
"5251","Arvicola thricolis"
"5252","Neofelis nebulosa diardi"
"5253","Felis diardi"
"5254","Neofiber alleni nigrescens"
"5255","Neofiber alleni exoristus"
"5256","Neofiber alleni apalachicolae"
"5257","Neofiber alleni struix"
"5258","Hylomys hainanensis"
"5259","Akodon bogotensis"
"5260","Acodon bogotensis"
"5261","Monachus schauinslandi"
"5262","Phoca schauinslandi"
"5263","Monachus tropicalis"
"5264","Cystophora antillarum"
"5265","Phoca tropicalis"
"5266","Micronycteris pusilla"
"5267","Neophascogale lorentzi"
"5268","Zalophus lobatus"
"5269","Arctocephalus lobatus"
"5270","Arctocephalus williamsi"
"5271","Zalophus williamsi"
"5272","Arctocephalus cinerea"
"5273","Neophoca lobata"
"5274","Eumetopias lobatus"
"5275","Arctocephalus australis"
"5276","Otaria albicollis"
"5277","Eumetopias cinerea"
"5278","Otaria cinerea"
"5279","Otaria australis"
"5280","Eptesicus brunneus"
"5281","Neoromicia bruneus"
"5282","Neoromicia brunnea"
"5283","Vesperugo brunneus"
"5284","Eptesicus capensis"
"5285","Neoromicia melckorum"
"5286","Eptesicus melckorum"
"5287","Vesperugo flavescens"
"5288","Eptesicus flavescens"
"5289","Eptesicus guineensis"
"5290","Pipistrellus helios"
"5291","Eptesicus malagasyensis"
"5292","Eptesicus somalicus malagasyensis"
"5293","Neoromicia somalicus malagasyensis"
"5294","Eptesicus matroka"
"5295","Vespertilio matroka"
"5296","Eptesicus melckorum"
"5297","Hypsugo nanus"
"5298","Neoromicia nana"
"5299","Pipistrellus nanus"
"5300","Eptesicus rendalli"
"5301","Neoromicia sp. SRH-2012"
"5302","Eptesicus somalicus"
"5303","Neoromicia somalica"
"5304","Neoromicia sp. AH-2016"
"5305","Eptesicus tenuipinnis"
"5306","Eptesicus zuluensis"
"5307","Hylomys sinensis"
"5308","Neotoma lepida bensoni"
"5309","Neotoma lepida aureotunicata"
"5310","Neotoma lepida harteri"
"5311","Neotoma lepida devia"
"5312","Neotoma lepida flava"
"5313","Neotoma auripila"
"5314","Neotoma fuscipes annectens"
"5315","Neotoma fuscipes perplexa"
"5316","Neotoma fuscipes bullatior"
"5317","Neotoma fuscipes riparia"
"5318","Neotoma fuscipes fuscipes"
"5319","Neotoma monochroura"
"5320","Neotoma splendens"
"5321","Neotoma albigula leucodon"
"5322","Neotoma albigula subsolana"
"5323","Neotoma albigula melas"
"5324","Neotoma leucodon zacatecae"
"5325","Neotoma albigula robusta"
"5326","Neotoma albigula warreni"
"5327","Neotoma montezumae"
"5328","Neotoma intermedia durangae"
"5329","Neotoma latifrons"
"5330","Neotoma fuscipes macrotis"
"5331","Neotoma fuscipes cnemophila"
"5332","Neotoma macrotis simplex"
"5333","Neotoma fuscipes mohavensis"
"5334","Neotoma fuscipes streatori"
"5335","Neotoma fuscipes martirensis"
"5336","Neotoma fuscipes dispar"
"5337","Neotoma fuscipes luciana"
"5338","Neotoma pennsylvanica"
"5339","Neotoma albigula melanura"
"5340","Neotoma intermedia melanura"
"5341","Neotoma micropus planiceps"
"5342","Neotoma micropus littoralis"
"5343","Neotoma micropus canescens"
"5344","Neotoma micropus leucophaea"
"5345","Neotoma macropus surberi"
"5346","Stephen's woodrat"
"5347","Neotoma stephensi relicta"
"5348","Capra pygmea"
"5349","Lutreola macrodon"
"5350","Mustela macrodon"
"5351","Lutreola vison antiquus"
"5352","Mustela vison"
"5353","Lutreola vison"
"5354","Putorius vison"
"5355","Oryzomys albigularis"
"5356","Oryzomys moerex"
"5357","? albigularis"
"5358","Oryzomys auriventer"
"5359","Oryzomys caracolus"
"5360","Oryzomys devius"
"5361","Oryzomys keasyi"
"5362","Oryzomys keaysi"
"5363","Nephelomys livipes"
"5364","Oryzomys levipes"
"5365","Oryzomys meridensis"
"5366","Nesokia dukelskiana"
"5367","Nesokia bailwardi"
"5368","Nesokia huttoni satunini"
"5369","Nesokia scullyi"
"5370","Mus huttoni"
"5371","Nesokia brachyura"
"5372","Meriones myosurus"
"5373","Nesokia griffithi"
"5374","Nesokia insularis"
"5375","Nesokia buxtoni"
"5376","Nesokia bacheri"
"5377","Nesokia boettgeri"
"5378","Nesokia suilla"
"5379","Mus hardwickei"
"5380","Nesokia legendrei"
"5381","Nesokia beaba"
"5382","Lepus netscheri"
"5383","Hallomys audeberti"
"5384","Stenomys ceramicus"
"5385","Nesoryzomys indefessus narboroughi"
"5386","Urotrichus gibbsii"
"5387","Daptomys oyapocki"
"5388","Daptomys venezuelae"
"5389","Glauconycteris superba"
"5390","Chalinolobus superbus"
"5391","Nivivneter brahma"
"5392","Niviventer coxingi"
"5393","Mus coxinga"
"5394","Epimys barussanus"
"5395","Rattus cremoriventer malawali"
"5396","Rattus cremoriventer sumatrae"
"5397","Rattus cremoriventer cretaceiventer"
"5398","Epimys spatulatus"
"5399","Mus kina"
"5400","Mus gilbiventer"
