"","species"
"4501","Ochotona gloveri"
"4502","Ochotona hamica"
"4503","Ochotona himalayana"
"4504","Ochotona hoffmanni"
"4505","Ochotona hyperborea"
"4506","Ochotona iliensis"
"4507","Ochotona koslowi"
"4508","Ochotona ladacensis"
"4509","Ochotona lama"
"4510","Ochotona mantchurica"
"4511","Ochotona muliensis"
"4512","Ochotona nigritia"
"4513","Ochotona pricei"
"4514","Ochotona pusilla"
"4515","Ochotona roylei"
"4516","Ochotona rufescens"
"4517","Ochotona rutila"
"4518","Ochotona sikimaria"
"4519","Ochotona sushkini"
"4520","Ochotona syrinx"
"4521","Ochotona thomasi"
"4522","Ochotona turuchanensis"
"4523","Ochotona wollastoni"
"4524","Octodon bridgesi"
"4525","Octodon degus"
"4526","Octodon lunatus"
"4527","Octodon pacificus"
"4528","Octodontomys gliroides"
"4529","Octomys mimax"
"4530","Odocoileus pandora"
"4531","Odocoileus speleus"
"4532","Oecomys auyantepui"
"4533","Oecomys bicolor"
"4534","Oecomys catherinae"
"4535","Oecomys cleberi"
"4536","Oecomys concolor"
"4537","Oecomys flavicans"
"4538","Oecomys franciscorum"
"4539","Oecomys mamorae"
"4540","Oecomys paricola"
"4541","Oecomys phaeotis"
"4542","Oecomys rex"
"4543","Oecomys roberti"
"4544","Oecomys rutilus"
"4545","Oecomys speciosus"
"4546","Oecomys superans"
"4547","Oecomys sydandersoni"
"4548","Oecomys tapajinus"
"4549","Oecomys trinitatis"
"4550","Oenomys hypoxanthus"
"4551","Oenomys ornatus"
"4552","Okapia erikssoni"
"4553","Okapia johnstoni"
"4554","Olallamys albicauda"
"4555","Olallamys edax"
"4556","Oligopithecus rogeri"
"4557","Oligopithecus savagei"
"4558","Oligoryzomys andinus"
"4559","Oligoryzomys arenalis"
"4560","Oligoryzomys brendae"
"4561","Oligoryzomys chacoensis"
"4562","Oligoryzomys costaricensis"
"4563","Oligoryzomys delticola"
"4564","Oligoryzomys eliurus"
"4565","Oligoryzomys flavescens"
"4566","Oligoryzomys fornesi"
"4567","Oligoryzomys fulvescens"
"4568","Oligoryzomys griseolus"
"4569","Oligoryzomys magellanicus"
"4570","Oligoryzomys mattogrossae"
"4571","Oligoryzomys messorius"
"4572","Oligoryzomys microtis"
"4573","Oligoryzomys moojeni"
"4574","Oligoryzomys nigripes"
"4575","Oligoryzomys occidentalis"
"4576","Oligoryzomys rupestris"
"4577","Oligoryzomys stramineus"
"4578","Oligoryzomys utiaritensis"
"4579","Oligoryzomys vegetus"
"4580","Oligoryzomys victus"
"4581","Ommatophoca rossii"
"4582","Ondatra obscurus"
"4583","Ondatra zibethicus"
"4584","Onychogalea fraenata"
"4585","Onychogalea lunata"
"4586","Onychogalea unguifera"
"4587","Onychomys arenicola"
"4588","Onychomys bruneri"
"4589","Onychomys leucogaster"
"4590","Onychomys torridus"
"4591","Onychonycteris finneyi"
"4592","Orcaella brevirostris"
"4593","Orcaella heinsohni"
"4594","Orcinus orca"
"4595","Orcinus stenorhyncha"
"4596","Oreamnos americanus"
"4597","Oreamnos harringtoni"
"4598","Oreoryzomys balneator"
"4599","Oreotragus oreotragus"
"4600","Oreotragus saltator"
"4601","Oreotragus somalicus"
"4602","Ornithorhynchus anatinus"
"4603","Orrorin tugenensis"
"4604","Orthogeomys cavator"
"4605","Orthogeomys cherriei"
"4606","Orthogeomys cuniculus"
"4607","Orthogeomys dariensis"
"4608","Orthogeomys grandis"
"4609","Orthogeomys heterodus"
"4610","Orthogeomys hispidus"
"4611","Orthogeomys lanius"
"4612","Orthogeomys matagalpae"
"4613","Orthogeomys thaeleri"
"4614","Orthogeomys underwoodi"
"4615","Oryx beisa"
"4616","Oryx dammah"
"4617","Oryx leucoryx"
"4618","Oryzomys baroni"
"4619","Oryzomys bauri"
"4620","Oryzomys chapmani"
"4621","Oryzomys curasoae"
"4622","Oryzomys dimidiatus"
"4623","Oryzomys gorgasi"
"4624","Oryzomys mexicanus"
"4625","Oryzomys snethlageri"
"4626","Oryzomys texensis"
"4627","Oryzomys vegetus"
"4628","Oryzorictes hova"
"4629","Oryzorictes niger"
"4630","Oryzorictes talpoides"
"4631","Oryzorictes tetradactylus"
"4632","Osbornictis piscivora"
"4633","Osbornodon fricki"
"4634","Osbornodon renjiei"
"4635","Osgoodomys banderanus"
"4636","Osphranter antilopinus"
"4637","Osphranter bernardus"
"4638","Osphranter rufus"
"4639","Osteoborus hilli"
"4640","Otaria byronia"
"4641","Otaria minor"
"4642","Otaria pygmaea"
"4643","Otarocyon macdonaldi"
"4644","Otocolobus manul"
"4645","Otocyon canescens"
"4646","Otocyon megalotis"
"4647","Otolemur crassicaudatus"
"4648","Otomops formosus"
"4649","Otomops harrisoni"
"4650","Otomops johnstonei"
"4651","Otomops madagascariensis"
"4652","Otomops martiensseni"
"4653","Otomops papuensis"
"4654","Otomops secundus"
"4655","Otomops wroughtoni"
"4656","Otomys anchietae"
"4657","Otomys angoniensis"
"4658","Otomys barbouri"
"4659","Otomys burtoni"
"4660","Otomys cheesmani"
"4661","Otomys cuanzensis"
"4662","Otomys dartmouthi"
"4663","Otomys dollmani"
"4664","Otomys irroratus"
"4665","Otomys jacksoni"
"4666","Otomys lacustris"
"4667","Otomys laminatus"
"4668","Otomys latidens"
"4669","Otomys maximus"
"4670","Otomys occidentalis"
"4671","Otomys simiensis"
"4672","Otomys thomasi"
"4673","Otomys uzungwensis"
"4674","Otomys yaldeni"
"4675","Otonycteris hemprichii"
"4676","Otonycteris leucophaea"
"4677","Otonyctomys hatti"
"4678","Otopteropus cartalagonodus"
"4679","Otopteropus cartilagonodus"
"4680","Otospermophilus argonotus"
"4681","Otospermophilus atricapillus"
"4682","Ototylomys chiapensis"
"4683","Ototylomys phyllotis"
"4684","Ourebia cottoni"
"4685","Ourebia gallarum"
"4686","Ourebia goslingi"
"4687","Ourebia kenyae"
"4688","Ourebia ourebi"
"4689","Ourebia pitmani"
"4690","Ourebia rutilus"
"4691","Ovis burrhel"
"4692","Ovis californianus"
"4693","Ovis gmelinii"
"4694","Ovis nahoor"
"4695","Ovis sairensis"
"4696","Ovis sculptorum"
"4697","Oxetocyon cuspidatus"
"4698","Oxymycterus akodontius"
"4699","Oxymycterus amazonicus"
"4700","Oxymycterus angularis"
"4701","Oxymycterus caparoae"
"4702","Oxymycterus dasytrichus"
"4703","Oxymycterus delator"
"4704","Oxymycterus hiska"
"4705","Oxymycterus hispidus"
"4706","Oxymycterus hucucha"
"4707","Oxymycterus iheringi"
"4708","Oxymycterus inca"
"4709","Oxymycterus itapeby"
"4710","Oxymycterus josei"
"4711","Oxymycterus judex"
"4712","Oxymycterus misionalis"
"4713","Oxymycterus nasutus"
"4714","Oxymycterus paramensis"
"4715","Oxymycterus quaestor"
"4716","Oxymycterus rostellatus"
"4717","Oxymycterus rufus"
"4718","Oxymycterus wayku"
"4719","Ozotoceros bezoarticus"
"4720","Pachycynodon harlowi"
"4721","Pachylemur jullyi"
"4722","Pachyuromys duprasi"
"4723","Paguma grayi"
"4724","Paguma larvata"
"4725","Paguma leucocephala"
"4726","Paguma leucomystax"
"4727","Palaeoloxodon lomolinoi"
"4728","Palaeopropithecus ingens"
"4729","Palaeopropithecus maximus"
"4730","Palawanomys furvus"
"4731","Palawanosorex muscorum"
"4732","Pan paniscus"
"4733","Panthera gombaszoegensis"
"4734","Panthera spelaea"
"4735","Panthera uncia"
"4736","Pantherina griselda"
"4737","Pantholops hodgsonii"
"4738","Papagomys armandvillei"
"4739","Papagomys theodorverhoeveni"
"4740","Papio japonicus"
"4741","Papio kindae"
"4742","Papio papio"
"4743","Pappogeomys alcorni"
"4744","Pappogeomys bulleri"
"4745","Parabalaenoptera baulinensis"
"4746","Paracrocidura graueri"
"4747","Paracrocidura maxima"
"4748","Paracrocidura schoutedeni"
"4749","Paracynictis selousi"
"4750","Paradidelphys inexpectata"
"4751","Paradidelphys parvula"
"4752","Paradipus ctenodactylus"
"4753","Paradoxurus cochinensis"
"4754","Paradoxurus crossii"
"4755","Paradoxurus dubius"
"4756","Paradoxurus hermaphrodites"
"4757","Paradoxurus hermaphroditus"
"4758","Paradoxurus hirsutus"
"4759","Paradoxurus jerdoni"
"4760","Paradoxurus kangeanus"
"4761","Paradoxurus leucomystax"
"4762","Paradoxurus minax"
"4763","Paradoxurus minor"
"4764","Paradoxurus nictitans"
"4765","Paradoxurus nigrifrons"
"4766","Paradoxurus nipalensis"
"4767","Paradoxurus pallasii"
"4768","Paradoxurus quadriscriptus"
"4769","Paradoxurus sabanus"
"4770","Paradoxurus strictus"
"4771","Paradoxurus sumbanus"
"4772","Paradoxurus torvus"
"4773","Paradoxurus vicinus"
"4774","Paradoxurus zeylonensis"
"4775","Paraechinus amir"
"4776","Paraechinus deserti"
"4777","Paraechinus dorsalis"
"4778","Paraechinus hypomelas"
"4779","Paraechinus ludlowi"
"4780","Paraechinus micropus"
"4781","Paraechinus niger"
"4782","Paraechinus nudiventris"
"4783","Paraechinus oniscus"
"4784","Paragalago cocos"
"4785","Paragalago zanzibaricus"
"4786","Parahyaena brunnea"
"4787","Parahydromys asper"
"4788","Parahypsugo bellieri"
"4789","Parahypsugo crassulus"
"4790","Parahypsugo eisentrauti"
"4791","Paraleptomys rufilatus"
"4792","Paraleptomys wilhelmina"
"4793","Paramelomys gressitti"
"4794","Paramelomys levipes"
"4795","Paramelomys lorentzii"
"4796","Paramelomys mollis"
"4797","Paramelomys moncktoni"
"4798","Paramelomys naso"
"4799","Paramelomys platyops"
"4800","Paramelomys rubex"
"4801","Paramys delicatus"
"4802","Parantechinus apicalis"
"4803","Paranthropus aethiopicus"
"4804","Paranthropus boisei"
"4805","Paranthropus robustus"
"4806","Paranyctimene raptor"
"4807","Paranyctimene tenax"
"4808","Parascalops breweri"
"4809","Parascalops hesperomys"
"4810","Parascaptor leucura"
"4811","Parastrellus hesperus"
"4812","Paratriaenops auritus"
"4813","Paratriaenops furculus"
"4814","Paratriaenops pauliani"
"4815","Paraxerus alexandri"
"4816","Paraxerus boehmi"
"4817","Paraxerus cepapi"
"4818","Paraxerus cooperi"
"4819","Paraxerus flavivittis"
"4820","Paraxerus flavovittis"
"4821","Paraxerus lucifer"
"4822","Paraxerus ochraceus"
"4823","Paraxerus palliatus"
"4824","Paraxerus poensis"
"4825","Paraxerus vexillarius"
"4826","Paraxerus vincenti"
"4827","Pardofelis marmorata"
"4828","Parietobalaena palmeri"
"4829","Parietobalaena yamaokai"
"4830","Parotomys brantsii"
"4831","Parotomys littledalei"
"4832","Paruromys dominator"
"4833","Pattonomys flavidus"
"4834","Pattonomys occasius"
"4835","Pattonomys punctatus"
"4836","Pattonomys semivillosus"
"4837","Paucidentomys vermidax"
"4838","Paulamys naso"
"4839","Pearsonomys annectens"
"4840","Pectinator spekei"
"4841","Pelea capreolus"
"4842","Pelocetus calvertensis"
"4843","Pelomys campanae"
"4844","Pelomys dembeensis"
"4845","Pelomys fallax"
"4846","Pelomys harringtoni"
"4847","Pelomys hopkinsi"
"4848","Pelomys isseli"
"4849","Pelomys minor"
"4850","Pelomys rex"
"4851","Pennatomys nivalis"
"4852","Pentalagus furnessi"
"4853","Penthetor lucasi"
"4854","Peponocephala electra"
"4855","Perameles eremiana"
"4856","Perameles gunnii"
"4857","Perameles myosura"
"4858","Perameles pallescens"
"4859","Perimyotis subflavus"
"4860","Peripolocetus vexillifer"
"4861","Perognathus alticolus"
"4862","Perognathus fasciatus"
"4863","Perognathus merriami"
"4864","Peromyscus arcticus"
"4865","Peromyscus attwateri"
"4866","Peromyscus avius"
"4867","Peromyscus baileyi"
"4868","Peromyscus bullatus"
"4869","Peromyscus caniceps"
"4870","Peromyscus carletoni"
"4871","Peromyscus collatus"
"4872","Peromyscus dickeyi"
"4873","Peromyscus eremicus"
"4874","Peromyscus eva"
"4875","Peromyscus fraterculus"
"4876","Peromyscus furvus"
"4877","Peromyscus gossypinus"
"4878","Peromyscus grandis"
"4879","Peromyscus guardia"
"4880","Peromyscus guatemalensis"
"4881","Peromyscus gymnotis"
"4882","Peromyscus hooperi"
"4883","Peromyscus hylocetes"
"4884","Peromyscus interparietalis"
"4885","Peromyscus keeni"
"4886","Peromyscus kilpatricki"
"4887","Peromyscus madrensis"
"4888","Peromyscus mayensis"
"4889","Peromyscus megalops"
"4890","Peromyscus mekisturus"
"4891","Peromyscus melanocarpus"
"4892","Peromyscus melanotis"
"4893","Peromyscus melanurus"
"4894","Peromyscus merriami"
"4895","Peromyscus nudipes"
"4896","Peromyscus ochraventer"
"4897","Peromyscus ostsibirica"
"4898","Peromyscus pembertoni"
"4899","Peromyscus perfulvus"
"4900","Peromyscus polius"
"4901","Peromyscus poloniotus"
"4902","Peromyscus pseudocrinitus"
"4903","Peromyscus sagax"
"4904","Peromyscus schmidlyi"
"4905","Peromyscus sejugis"
"4906","Peromyscus selenis"
"4907","Peromyscus simulus"
"4908","Peromyscus slevini"
"4909","Peromyscus spicilegus"
"4910","Peromyscus stephani"
"4911","Peromyscus stirtoni"
"4912","Peromyscus winkelmanni"
"4913","Peromyscus yucatanicus"
"4914","Peromyscus zarhynchus"
"4915","Peropteryx kappleri"
"4916","Peropteryx leucoptera"
"4917","Peropteryx macrotis"
"4918","Peropteryx pallidoptera"
"4919","Peropteryx trinitatis"
"4920","Peroryctes aruensis"
"4921","Peroryctes broadbenti"
"4922","Peroryctes raffrayana"
"4923","Petaurillus emiliae"
"4924","Petaurillus hosei"
"4925","Petaurillus kinlochii"
"4926","Petaurista albiventer"
"4927","Petaurista hainana"
"4928","Petaurista magnificus"
"4929","Petaurista nobilis"
"4930","Petaurista xanthotis"
"4931","Petaurista yunanensis"
"4932","Petauroides volans"
"4933","Petaurus abidi"
"4934","Petaurus australis"
"4935","Petaurus biacensis"
"4936","Petaurus gracilis"
"4937","Petaurus norfolcensis"
"4938","Petinomys crinitus"
"4939","Petinomys fuscocapillus"
"4940","Petinomys genibarbis"
"4941","Petinomys hageni"
"4942","Petinomys lugens"
"4943","Petinomys mindanensis"
"4944","Petinomys momonga"
"4945","Petinomys morrisi"
"4946","Petinomys setosus"
"4947","Petinomys vordermanni"
"4948","Petrodromus robustus"
"4949","Petrodromus rovumae"
"4950","Petrodromus schwanni"
"4951","Petrodromus sultani"
"4952","Petrodromus tetradactylus"
"4953","Petrodromus tordayi"
"4954","Petrogale assimilis"
"4955","Petrogale burbidgei"
"4956","Petrogale coenensis"
"4957","Petrogale godmani"
"4958","Petrogale herberti"
"4959","Petrogale inornata"
"4960","Petrogale longmani"
"4961","Petrogale mareeba"
"4962","Petrogale pearsoni"
"4963","Petrogale penicillata"
"4964","Petrogale persephone"
"4965","Petrogale purpureicollis"
"4966","Petrogale rothschildi"
"4967","Petrogale sharmani"
"4968","Petrogale wilkinsi"
"4969","Petromus tropicalis"
"4970","Petromus typicus"
"4971","Petromyscus barbouri"
"4972","Petromyscus collinus"
"4973","Petromyscus monticularis"
"4974","Petromyscus shortridgei"
"4975","Petropseudes dahli"
"4976","Petrosaltator rozeti"
"4977","Phacochoerus aethiopicus"
"4978","Phacochoerus altidens"
"4979","Phacochoerus barkeri"
"4980","Phacochoerus delameri"
"4981","Phaenomys ferrugineus"
"4982","Phalanger alexandrae"
"4983","Phalanger carmelitae"
"4984","Phalanger coccygis"
"4985","Phalanger gymnotis"
"4986","Phalanger intercastellanus"
"4987","Phalanger larvatus"
"4988","Phalanger lullulae"
"4989","Phalanger maculatus"
"4990","Phalanger matabiru"
"4991","Phalanger matanim"
"4992","Phalanger mimicus"
"4993","Phalanger ornatus"
"4994","Phalanger rothschildi"
"4995","Phalanger sericeus"
"4996","Phalanger vestitus"
"4997","Phaner electromontis"
"4998","Phaner furcifer"
"4999","Phaner pallescens"
"5000","Phaner parienti"
"5001","Pharotis imogene"
"5002","Phascogale brevicaudata"
"5003","Phascogale calura"
"5004","Phascogale lorentzi"
"5005","Phascogale mayeri"
"5006","Phascogale murex"
"5007","Phascogale penicillata"
"5008","Phascogale pirata"
"5009","Phascogale tapoatafa"
"5010","Phascogale umbrosa"
"5011","Phascogale venusta"
"5012","Phascolosorex doriae"
"5013","Phascolosorex dorsalis"
"5014","Phenacomys intermedius"
"5015","Phenacomys ungava"
"5016","Philander andersoni"
"5017","Philander canus"
"5018","Philander frenatus"
"5019","Philander laniger"
"5020","Philander mcilhennyi"
"5021","Philander melanurus"
"5022","Philander pallidus"
"5023","Philander pebas"
"5024","Philander quica"
"5025","Philantomba maxwellii"
"5026","Philantomba monticola"
"5027","Philantomba walteri"
"5028","Philetor brachypterus"
"5029","Philotrox condoni"
"5030","Phlaocyon leucosteus"
"5031","Phlaocyon mariae"
"5032","Phlaocyon yatkolai"
"5033","Phloeomys cumingi"
"5034","Phloeomys pallidus"
"5035","Phoca byronia"
"5036","Phoca fasciata"
"5037","Phoca groenlandica"
"5038","Phoca largha"
"5039","Phocarctos hookeri"
"5040","Phoca wymani"
"5041","Phocoena dioptrica"
"5042","Phocoena sinus"
"5043","Phocoena spinipinnis"
"5044","Phodopus campbelli"
"5045","Phodopus roborovskii"
"5046","Phodopus sungorus"
"5047","Phoniscus aerosa"
"5048","Phoniscus atrox"
"5049","Phoniscus jagorii"
"5050","Phoniscus papuensis"
"5051","Phylloderma stenops"
"5052","Phyllomys blainvillii"
"5053","Phyllomys brasiliensis"
"5054","Phyllomys dasythrix"
"5055","Phyllomys kerri"
"5056","Phyllomys lamarum"
"5057","Phyllomys lundi"
"5058","Phyllomys mantiqueirensis"
"5059","Phyllomys medius"
"5060","Phyllomys nigrispinus"
"5061","Phyllomys pattoni"
"5062","Phyllomys sulinus"
"5063","Phyllomys thomasi"
"5064","Phyllomys unicolor"
"5065","Phyllonycteris aphylla"
"5066","Phyllonycteris major"
"5067","Phyllonycteris obtusa"
"5068","Phyllonycteris poeyi"
"5069","Phyllops falcatus"
"5070","Phyllops silvai"
"5071","Phyllops vetus"
"5072","Phyllostomus discolor"
"5073","Phyllostomus elongatus"
"5074","Phyllostomus hastatus"
"5075","Phyllostomus latifolius"
"5076","Phyllostomus spiculatus"
"5077","Phyllotis alisosiensis"
"5078","Phyllotis amicus"
"5079","Phyllotis andium"
"5080","Phyllotis anitae"
"5081","Phyllotis bonariensis"
"5082","Phyllotis caprinus"
"5083","Phyllotis darwini"
"5084","Phyllotis definitus"
"5085","Phyllotis gerbillus"
"5086","Phyllotis haggardi"
"5087","Phyllotis limatus"
"5088","Phyllotis magister"
"5089","Phyllotis osgoodi"
"5090","Phyllotis pearsoni"
"5091","Phyllotis stenops"
"5092","Phyllotis wolffsohni"
"5093","Physeter catodon"
"5094","Pierolapithecus catalaunicus"
"5095","Piliocolobus bouvieri"
"5096","Piliocolobus epieni"
"5097","Piliocolobus foai"
"5098","Piliocolobus gordonorum"
"5099","Piliocolobus kirkii"
"5100","Piliocolobus lulindicus"
"5101","Piliocolobus oustaleti"
"5102","Piliocolobus parmentieri"
"5103","Piliocolobus pennantii"
"5104","Piliocolobus preussi"
"5105","Piliocolobus rufomitratus"
"5106","Piliocolobus semlikiensis"
"5107","Piliocolobus tephrosceles"
"5108","Piliocolobus tholloni"
"5109","Piliocolobus waldronae"
"5110","Pinocetus polonicus"
"5111","Pipanacoctomys aureus"
"5112","Pipistrellus abramus"
"5113","Pipistrellus adamsi"
"5114","Pipistrellus aegypticus"
"5115","Pipistrellus aero"
"5116","Pipistrellus africanus"
"5117","Pipistrellus angulatus"
"5118","Pipistrellus bicolor"
"5119","Pipistrellus brunneus"
"5120","Pipistrellus capensis"
"5121","Pipistrellus ceylonicus"
"5122","Pipistrellus collinus"
"5123","Pipistrellus coromandra"
"5124","Pipistrellus deserti"
"5125","Pipistrellus dhofarensis"
"5126","Pipistrellus endoi"
"5127","Pipistrellus grandidieri"
"5128","Pipistrellus hanaki"
"5129","Pipistrellus hesperidus"
"5130","Pipistrellus inexspectatus"
"5131","Pipistrellus irretitus"
"5132","Pipistrellus maderensis"
"5133","Pipistrellus minahassae"
"5134","Pipistrellus montanus"
"5135","Pipistrellus nanulus"
"5136","Pipistrellus nathusii"
"5137","Pipistrellus papuanus"
"5138","Pipistrellus paterculus"
"5139","Pipistrellus permixtus"
"5140","Pipistrellus pipistrellus"
"5141","Pipistrellus pumilus"
"5142","Pipistrellus pygmaeus"
"5143","Pipistrellus raceyi"
"5144","Pipistrellus regulus"
"5145","Pipistrellus rendalli"
"5146","Pipistrellus rueppellii"
"5147","Pipistrellus rusticus"
"5148","Pipistrellus somalicus"
"5149","Pipistrellus stenopterus"
"5150","Pipistrellus sturdeei"
"5151","Pipistrellus taiwanensis"
"5152","Pipistrellus tenuis"
"5153","Pipistrellus wattsi"
"5154","Pipistrellus westralis"
"5155","Piscobalaena nana"
"5156","Pithecheir melanurus"
"5157","Pithecheirops otion"
"5158","Pithecheir parvus"
"5159","Pithecia aequatorialis"
