"","scientificName","redlistCategory"
"4210","Otomops secundus","Data Deficient"
"4211","Otomops wroughtoni","Data Deficient"
"4212","Otomys anchietae","Least Concern"
"4213","Otomys angoniensis","Least Concern"
"4214","Otomys auratus","Near Threatened"
"4215","Otomys barbouri","Endangered"
"4216","Otomys burtoni","Endangered"
"4217","Otomys cuanzensis","Least Concern"
"4218","Otomys dartmouthi","Data Deficient"
"4219","Otomys denti","Least Concern"
"4220","Otomys irroratus","Least Concern"
"4221","Otomys karoensis","Least Concern"
"4222","Otomys lacustris","Vulnerable"
"4223","Otomys laminatus","Near Threatened"
"4224","Otomys occidentalis","Vulnerable"
"4225","Otomys sloggetti","Least Concern"
"4226","Otomys tropicalis","Least Concern"
"4227","Otomys typus","Least Concern"
"4228","Otomys unisulcatus","Least Concern"
"4229","Otonycteris hemprichii","Least Concern"
"4230","Otonycteris leucophaea","Data Deficient"
"4231","Otonyctomys hatti","Least Concern"
"4232","Otopteropus cartilagonodus","Least Concern"
"4233","Otospermophilus beecheyi","Least Concern"
"4234","Otospermophilus variegatus","Least Concern"
"4235","Ototylomys phyllotis","Least Concern"
"4236","Ourebia ourebi","Least Concern"
"4237","Ovibos moschatus","Least Concern"
"4238","Ovis ammon","Near Threatened"
"4239","Ovis aries","Not Applicable"
"4240","Ovis canadensis","Least Concern"
"4241","Ovis dalli","Least Concern"
"4242","Ovis gmelini","Near Threatened"
"4243","Ovis nivicola","Least Concern"
"4244","Ovis vignei","Vulnerable"
"4245","Oxymycterus amazonicus","Least Concern"
"4246","Oxymycterus angularis","Least Concern"
"4247","Oxymycterus caparoae","Least Concern"
"4248","Oxymycterus dasytrichus","Least Concern"
"4249","Oxymycterus delator","Least Concern"
"4250","Oxymycterus hiska","Least Concern"
"4251","Oxymycterus hispidus","Least Concern"
"4252","Oxymycterus hucucha","Endangered"
"4253","Oxymycterus inca","Least Concern"
"4254","Oxymycterus josei","Near Threatened"
"4255","Oxymycterus nasutus","Least Concern"
"4256","Oxymycterus paramensis","Least Concern"
"4257","Oxymycterus quaestor","Least Concern"
"4258","Oxymycterus roberti","Least Concern"
"4259","Oxymycterus rufus","Least Concern"
"4260","Oxymycterus wayku","Vulnerable"
"4261","Ozimops loriae","Data Deficient"
"4262","Ozimops petersi","Least Concern"
"4263","Ozotoceros bezoarticus","Near Threatened"
"4264","Pachyuromys duprasi","Least Concern"
"4265","Pachyuromys duprasi","Least Concern"
"4266","Pagophilus groenlandicus","Not Applicable"
"4267","Pagophilus groenlandicus","Least Concern"
"4268","Paguma larvata","Least Concern"
"4269","Palaeopropithecus ingens","Extinct"
"4270","Palawanomys furvus","Least Concern"
"4271","Pan paniscus","Endangered"
"4272","Panthera leo","Regionally Extinct"
"4273","Panthera leo","Vulnerable"
"4274","Panthera onca","Near Threatened"
"4275","Panthera pardus","Critically Endangered"
"4276","Panthera pardus","Vulnerable"
"4277","Panthera tigris","Regionally Extinct"
"4278","Panthera tigris","Endangered"
"4279","Panthera uncia","Vulnerable"
"4280","Pantholops hodgsonii","Near Threatened"
"4281","Pan troglodytes","Endangered"
"4282","Papagomys armandvillei","Near Threatened"
"4283","Papio anubis","Least Concern"
"4284","Papio cynocephalus","Least Concern"
"4285","Papio hamadryas","Least Concern"
"4286","Papio kindae","Least Concern"
"4287","Papio papio","Near Threatened"
"4288","Papio ursinus","Least Concern"
"4289","Pappogeomys bulleri","Least Concern"
"4290","Paracrocidura graueri","Data Deficient"
"4291","Paracrocidura maxima","Least Concern"
"4292","Paracrocidura schoutedeni","Least Concern"
"4293","Paracynictis selousi","Least Concern"
"4294","Paradipus ctenodactylus","Least Concern"
"4295","Paradoxurus hermaphroditus","Least Concern"
"4296","Paradoxurus jerdoni","Least Concern"
"4297","Paradoxurus zeylonensis","Least Concern"
"4298","Paraechinus aethiopicus","Data Deficient"
"4299","Paraechinus aethiopicus","Least Concern"
"4300","Paraechinus hypomelas","Least Concern"
"4301","Paraechinus micropus","Least Concern"
"4302","Paraechinus nudiventris","Least Concern"
"4303","Paragalago cocos","Least Concern"
"4304","Paragalago granti","Least Concern"
"4305","Paragalago orinus","Vulnerable"
"4306","Paragalago rondoensis","Endangered"
"4307","Paragalago zanzibaricus","Near Threatened"
"4308","Parahyaena brunnea","Near Threatened"
"4309","Parahydromys asper","Least Concern"
"4310","Paraleptomys rufilatus","Endangered"
"4311","Paraleptomys wilhelmina","Data Deficient"
"4312","Paramelomys gressitti","Endangered"
"4313","Paramelomys levipes","Least Concern"
"4314","Paramelomys lorentzii","Least Concern"
"4315","Paramelomys mollis","Least Concern"
"4316","Paramelomys moncktoni","Least Concern"
"4317","Paramelomys naso","Least Concern"
"4318","Paramelomys platyops","Least Concern"
"4319","Paramelomys rubex","Least Concern"
"4320","Paramelomys steini","Data Deficient"
"4321","Parantechinus apicalis","Endangered"
"4322","Paranyctimene raptor","Least Concern"
"4323","Paranyctimene tenax","Least Concern"
"4324","Parascalops breweri","Least Concern"
"4325","Parascaptor leucura","Least Concern"
"4326","Parastrellus hesperus","Least Concern"
"4327","Paratriaenops auritus","Vulnerable"
"4328","Paratriaenops furculus","Least Concern"
"4329","Paratriaenops pauliani","Data Deficient"
"4330","Paraxerus alexandri","Least Concern"
"4331","Paraxerus boehmi","Least Concern"
"4332","Paraxerus cepapi","Least Concern"
"4333","Paraxerus cooperi","Data Deficient"
"4334","Paraxerus flavovittis","Least Concern"
"4335","Paraxerus lucifer","Data Deficient"
"4336","Paraxerus ochraceus","Least Concern"
"4337","Paraxerus palliatus","Least Concern"
"4338","Paraxerus poensis","Least Concern"
"4339","Paraxerus vexillarius","Least Concern"
"4340","Paraxerus vincenti","Endangered"
"4341","Pardofelis marmorata","Near Threatened"
"4342","Paremballonura atrata","Least Concern"
"4343","Paremballonura tiavato","Least Concern"
"4344","Parotomys brantsii","Least Concern"
"4345","Parotomys littledalei","Least Concern"
"4346","Paruromys dominator","Least Concern"
"4347","Pattonomys carrikeri","Data Deficient"
"4348","Pattonomys flavidus","Data Deficient"
"4349","Pattonomys occasius","Data Deficient"
"4350","Pattonomys punctatus","Data Deficient"
"4351","Pattonomys semivillosus","Least Concern"
"4352","Paucidentomys vermidax","Data Deficient"
"4353","Paulamys naso","Endangered"
"4354","Pecari tajacu","Least Concern"
"4355","Pectinator spekei","Least Concern"
"4356","Pedetes capensis","Least Concern"
"4357","Pedetes surdaster","Least Concern"
"4358","Pelea capreolus","Near Threatened"
"4359","Pelomys campanae","Least Concern"
"4360","Pelomys fallax","Least Concern"
"4361","Pelomys hopkinsi","Data Deficient"
"4362","Pelomys isseli","Near Threatened"
"4363","Pelomys minor","Least Concern"
"4364","Pennatomys nivalis","Extinct"
"4365","Pentalagus furnessi","Endangered"
"4366","Penthetor lucasi","Least Concern"
"4367","Peponocephala electra","Not Applicable"
"4368","Peponocephala electra","Least Concern"
"4369","Perameles bougainville","Vulnerable"
"4370","Perameles eremiana","Extinct"
"4371","Perameles gunnii","Vulnerable"
"4372","Perameles nasuta","Least Concern"
"4373","Perimyotis subflavus","Vulnerable"
"4374","Perodicticus edwardsi","Least Concern"
"4375","Perodicticus ibeanus","Least Concern"
"4376","Perodicticus potto","Near Threatened"
"4377","Perognathus alticola","Vulnerable"
"4378","Perognathus amplus","Least Concern"
"4379","Perognathus fasciatus","Least Concern"
"4380","Perognathus flavescens","Least Concern"
"4381","Perognathus flavus","Least Concern"
"4382","Perognathus inornatus","Least Concern"
"4383","Perognathus longimembris","Least Concern"
"4384","Perognathus merriami","Least Concern"
"4385","Perognathus parvus","Least Concern"
"4386","Peromyscus attwateri","Least Concern"
"4387","Peromyscus aztecus","Least Concern"
"4388","Peromyscus beatae","Least Concern"
"4389","Peromyscus boylii","Least Concern"
"4390","Peromyscus bullatus","Critically Endangered"
"4391","Peromyscus californicus","Least Concern"
"4392","Peromyscus caniceps","Critically Endangered"
"4393","Peromyscus crinitus","Least Concern"
"4394","Peromyscus dickeyi","Critically Endangered"
"4395","Peromyscus difficilis","Least Concern"
"4396","Peromyscus eremicus","Least Concern"
"4397","Peromyscus eva","Least Concern"
"4398","Peromyscus fraterculus","Least Concern"
"4399","Peromyscus furvus","Data Deficient"
"4400","Peromyscus gossypinus","Least Concern"
"4401","Peromyscus grandis","Near Threatened"
"4402","Peromyscus gratus","Least Concern"
"4403","Peromyscus guardia","Critically Endangered"
"4404","Peromyscus guatemalensis","Least Concern"
"4405","Peromyscus gymnotis","Least Concern"
"4406","Peromyscus hooperi","Least Concern"
"4407","Peromyscus hylocetes","Least Concern"
"4408","Peromyscus interparietalis","Critically Endangered"
"4409","Peromyscus keeni","Least Concern"
"4410","Peromyscus leucopus","Least Concern"
"4411","Peromyscus levipes","Least Concern"
"4412","Peromyscus madrensis","Endangered"
"4413","Peromyscus maniculatus","Least Concern"
"4414","Peromyscus mayensis","Critically Endangered"
"4415","Peromyscus megalops","Least Concern"
"4416","Peromyscus mekisturus","Critically Endangered"
"4417","Peromyscus melanocarpus","Endangered"
"4418","Peromyscus melanophrys","Least Concern"
"4419","Peromyscus melanotis","Least Concern"
"4420","Peromyscus melanurus","Endangered"
"4421","Peromyscus merriami","Least Concern"
"4422","Peromyscus mexicanus","Least Concern"
"4423","Peromyscus nasutus","Least Concern"
"4424","Peromyscus ochraventer","Endangered"
"4425","Peromyscus pectoralis","Least Concern"
"4426","Peromyscus pembertoni","Extinct"
"4427","Peromyscus perfulvus","Least Concern"
"4428","Peromyscus polionotus","Least Concern"
"4429","Peromyscus polius","Near Threatened"
"4430","Peromyscus pseudocrinitus","Critically Endangered"
"4431","Peromyscus sagax","Data Deficient"
"4432","Peromyscus schmidlyi","Least Concern"
"4433","Peromyscus sejugis","Endangered"
"4434","Peromyscus simulus","Vulnerable"
"4435","Peromyscus slevini","Critically Endangered"
"4436","Peromyscus spicilegus","Least Concern"
"4437","Peromyscus stephani","Critically Endangered"
"4438","Peromyscus stirtoni","Least Concern"
"4439","Peromyscus truei","Least Concern"
"4440","Peromyscus winkelmanni","Endangered"
"4441","Peromyscus yucatanicus","Least Concern"
"4442","Peromyscus zarhynchus","Vulnerable"
"4443","Peropteryx kappleri","Least Concern"
"4444","Peropteryx leucoptera","Least Concern"
"4445","Peropteryx macrotis","Least Concern"
"4446","Peropteryx pallidoptera","Data Deficient"
"4447","Peropteryx trinitatis","Data Deficient"
"4448","Peroryctes broadbenti","Endangered"
"4449","Peroryctes raffrayana","Least Concern"
"4450","Petaurillus emiliae","Data Deficient"
"4451","Petaurillus hosei","Data Deficient"
"4452","Petaurillus kinlochii","Data Deficient"
"4453","Petaurista alborufus","Least Concern"
"4454","Petaurista elegans","Least Concern"
"4455","Petaurista leucogenys","Least Concern"
"4456","Petaurista magnificus","Least Concern"
"4457","Petaurista mechukaensis","Data Deficient"
"4458","Petaurista mishmiensis","Near Threatened"
"4459","Petaurista nobilis","Near Threatened"
"4460","Petaurista petaurista","Least Concern"
"4461","Petaurista philippensis","Least Concern"
"4462","Petaurista xanthotis","Least Concern"
"4463","Petauroides volans","Vulnerable"
"4464","Petaurus abidi","Critically Endangered"
"4465","Petaurus australis","Near Threatened"
"4466","Petaurus biacensis","Least Concern"
"4467","Petaurus breviceps","Least Concern"
"4468","Petaurus gracilis","Endangered"
"4469","Petaurus norfolcensis","Least Concern"
"4470","Petinomys crinitus","Least Concern"
"4471","Petinomys fuscocapillus","Least Concern"
"4472","Petinomys genibarbis","Vulnerable"
"4473","Petinomys hageni","Data Deficient"
"4474","Petinomys lugens","Vulnerable"
"4475","Petinomys mindanensis","Least Concern"
"4476","Petinomys setosus","Vulnerable"
"4477","Petinomys vordermanni","Vulnerable"
"4478","Petrodromus tetradactylus","Least Concern"
"4479","Petrogale assimilis","Least Concern"
"4480","Petrogale brachyotis","Least Concern"
"4481","Petrogale burbidgei","Near Threatened"
"4482","Petrogale coenensis","Endangered"
"4483","Petrogale concinna","Endangered"
"4484","Petrogale godmani","Near Threatened"
"4485","Petrogale herberti","Least Concern"
"4486","Petrogale inornata","Least Concern"
"4487","Petrogale lateralis","Vulnerable"
"4488","Petrogale mareeba","Near Threatened"
"4489","Petrogale penicillata","Vulnerable"
"4490","Petrogale persephone","Endangered"
"4491","Petrogale purpureicollis","Near Threatened"
"4492","Petrogale rothschildi","Least Concern"
"4493","Petrogale sharmani","Vulnerable"
"4494","Petrogale xanthopus","Near Threatened"
"4495","Petromus typicus","Least Concern"
"4496","Petromyscus barbouri","Least Concern"
"4497","Petromyscus collinus","Least Concern"
"4498","Petromyscus monticularis","Least Concern"
"4499","Petromyscus shortridgei","Least Concern"
"4500","Petropseudes dahli","Least Concern"
"4501","Phacochoerus aethiopicus","Least Concern"
"4502","Phacochoerus africanus","Least Concern"
"4503","Phaenomys ferrugineus","Endangered"
"4504","Phaiomys leucurus","Least Concern"
"4505","Phalanger alexandrae","Endangered"
"4506","Phalanger carmelitae","Least Concern"
"4507","Phalanger gymnotis","Least Concern"
"4508","Phalanger intercastellanus","Least Concern"
"4509","Phalanger lullulae","Endangered"
"4510","Phalanger matabiru","Vulnerable"
"4511","Phalanger matanim","Critically Endangered"
"4512","Phalanger mimicus","Least Concern"
"4513","Phalanger orientalis","Least Concern"
"4514","Phalanger ornatus","Least Concern"
"4515","Phalanger rothschildi","Least Concern"
"4516","Phalanger sericeus","Least Concern"
"4517","Phalanger vestitus","Least Concern"
"4518","Phaner electromontis","Endangered"
"4519","Phaner furcifer","Endangered"
"4520","Phaner pallescens","Endangered"
"4521","Phaner parienti","Endangered"
"4522","Pharotis imogene","Critically Endangered"
"4523","Phascogale calura","Near Threatened"
"4524","Phascogale pirata","Vulnerable"
"4525","Phascogale tapoatafa","Near Threatened"
"4526","Phascolarctos cinereus","Vulnerable"
"4527","Phascolosorex doriae","Least Concern"
"4528","Phascolosorex dorsalis","Least Concern"
"4529","Phataginus tetradactyla","Vulnerable"
"4530","Phataginus tricuspis","Endangered"
"4531","Phenacomys intermedius","Least Concern"
"4532","Phenacomys ungava","Least Concern"
"4533","Philander andersoni","Least Concern"
"4534","Philander deltae","Least Concern"
"4535","Philander frenatus","Least Concern"
"4536","Philander mcilhennyi","Least Concern"
"4537","Philander mondolfii","Least Concern"
"4538","Philander olrogi","Data Deficient"
"4539","Philander opossum","Least Concern"
"4540","Philantomba maxwellii","Least Concern"
"4541","Philantomba monticola","Least Concern"
"4542","Philantomba walteri","Data Deficient"
"4543","Philetor brachypterus","Least Concern"
"4544","Phloeomys cumingi","Least Concern"
"4545","Phloeomys pallidus","Least Concern"
"4546","Phoca largha","Least Concern"
"4547","Phocarctos hookeri","Endangered"
"4548","Phoca vitulina","Least Concern"
"4549","Phoca vitulina","Least Concern"
"4550","Phocoena dioptrica","Least Concern"
"4551","Phocoena phocoena","Vulnerable"
"4552","Phocoena phocoena","Least Concern"
"4553","Phocoena sinus","Critically Endangered"
"4554","Phocoena spinipinnis","Near Threatened"
"4555","Phocoenoides dalli","Least Concern"
"4556","Phodopus campbelli","Least Concern"
"4557","Phodopus roborovskii","Least Concern"
"4558","Phodopus sungorus","Least Concern"
"4559","Phoniscus aerosa","Data Deficient"
"4560","Phoniscus atrox","Near Threatened"
"4561","Phoniscus jagorii","Least Concern"
"4562","Phoniscus papuensis","Least Concern"
"4563","Phylloderma stenops","Least Concern"
"4564","Phyllomys blainvillii","Least Concern"
"4565","Phyllomys brasiliensis","Endangered"
"4566","Phyllomys dasythrix","Least Concern"
"4567","Phyllomys kerri","Data Deficient"
"4568","Phyllomys lamarum","Data Deficient"
"4569","Phyllomys lundi","Endangered"
"4570","Phyllomys mantiqueirensis","Critically Endangered"
"4571","Phyllomys medius","Least Concern"
"4572","Phyllomys nigrispinus","Least Concern"
"4573","Phyllomys pattoni","Least Concern"
"4574","Phyllomys sulinus","Data Deficient"
"4575","Phyllomys thomasi","Endangered"
"4576","Phyllomys unicolor","Critically Endangered"
"4577","Phyllonycteris aphylla","Critically Endangered"
"4578","Phyllonycteris poeyi","Least Concern"
"4579","Phyllops falcatus","Least Concern"
"4580","Phyllostomus discolor","Least Concern"
"4581","Phyllostomus elongatus","Least Concern"
"4582","Phyllostomus hastatus","Least Concern"
"4583","Phyllostomus latifolius","Least Concern"
"4584","Phyllotis alisosiensis","Data Deficient"
